_id,location,name_pollutant_substance,measurement_results,period,maximum_permissible_concentration,deviation
906,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.316,2013-09-30T00:00:00,0.4,-0.08
907,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.3,2013-09-30T00:00:00,0.2,0.1
908,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.095,2013-09-30T00:00:00,0.5,-0.41
909,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,8.86,2013-12-31T00:00:00,5,3.86
910,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.259,2013-12-31T00:00:00,0.4,-0.14
911,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.255,2013-12-31T00:00:00,0.2,0.06
912,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.078,2013-12-31T00:00:00,0.5,-0.42
913,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,10.79,2014-03-31T00:00:00,5,5.79
914,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.345,2014-03-31T00:00:00,0.4,-0.06
915,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.389,2014-03-31T00:00:00,0.2,0.19
916,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.085,2014-03-31T00:00:00,0.5,-0.42
917,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,10.81,2014-06-30T00:00:00,5,5.81
918,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.503,2014-06-30T00:00:00,0.4,0.1
919,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.532,2014-06-30T00:00:00,0.2,0.33
920,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.094,2014-06-30T00:00:00,0.5,-0.41
921,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,8.62,2014-09-30T00:00:00,5,3.62
922,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.265,2014-09-30T00:00:00,0.4,-0.14
923,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.284,2014-09-30T00:00:00,0.2,0.08
924,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.072,2014-09-30T00:00:00,0.5,-0.43
925,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,7.67,2014-12-31T00:00:00,5,2.67
926,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.234,2014-12-31T00:00:00,0.4,-0.17
927,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.266,2014-12-31T00:00:00,0.2,0.07
928,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.082,2014-12-31T00:00:00,0.5,-0.42
929,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,9.13,2015-03-31T00:00:00,5,4.13
930,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.274,2015-03-31T00:00:00,0.4,-0.13
931,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.32,2015-03-31T00:00:00,0.2,0.12
932,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.08,2015-03-31T00:00:00,0.5,-0.42
933,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,8.48,2015-06-30T00:00:00,5,3.48
934,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.285,2015-06-30T00:00:00,0.4,-0.12
935,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.291,2015-06-30T00:00:00,0.2,0.09
936,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.097,2015-06-30T00:00:00,0.5,-0.4
937,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,10.54,2015-09-30T00:00:00,5,5.54
938,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.3,2015-09-30T00:00:00,0.4,-0.1
939,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.324,2015-09-30T00:00:00,0.2,0.12
940,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.157,2015-09-30T00:00:00,0.5,-0.34
941,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,8.51,2015-12-31T00:00:00,5,3.51
942,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.274,2015-12-31T00:00:00,0.4,-0.13
943,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.299,2015-12-31T00:00:00,0.2,0.1
944,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.108,2015-12-31T00:00:00,0.5,-0.39
945,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,6.91,2016-03-31T00:00:00,5,1.91
946,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.22,2016-03-31T00:00:00,0.4,-0.18
947,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.237,2016-03-31T00:00:00,0.2,0.04
948,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.106,2016-03-31T00:00:00,0.5,-0.39
949,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,9.04,2016-06-30T00:00:00,5,4.04
950,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.29,2016-06-30T00:00:00,0.4,-0.11
951,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.303,2016-06-30T00:00:00,0.2,0.1
952,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.108,2016-06-30T00:00:00,0.5,-0.39
953,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,10.2,2016-09-30T00:00:00,5,5.2
954,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.322,2016-09-30T00:00:00,0.4,-0.08
955,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.337,2016-09-30T00:00:00,0.2,0.14
956,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.188,2016-09-30T00:00:00,0.5,-0.31
957,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,9.56,2016-12-31T00:00:00,5,4.56
958,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.282,2016-12-31T00:00:00,0.4,-0.12
959,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.304,2016-12-31T00:00:00,0.2,0.1
960,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.133,2016-12-31T00:00:00,0.5,-0.37
961,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,7.88,2017-03-31T00:00:00,5,2.88
962,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.301,2017-03-31T00:00:00,0.4,-0.1
963,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.319,2017-03-31T00:00:00,0.2,0.12
964,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.153,2017-03-31T00:00:00,0.5,-0.35
965,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,7.89,2017-06-30T00:00:00,5,2.89
